,Seq#,ID#,Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence,Related Purchase,Mcode,Rcode,Fcode,Yes_Florence,No_Florence
3372,3373,27867,Female,73,20,1,20,0,0,0,0,0,0,0,0,0,0,0,0,51-100,13+ mos.,1 book,0,1
3373,3374,27871,Male,101,8,4,22,0,1,1,0,1,1,0,0,0,0,0,1,101-200,7-12 mos.,3+ books,0,1
3374,3375,27879,Female,342,22,5,46,0,1,1,2,0,0,1,0,0,2,0,3,200+,13+ mos.,3+ books,0,1
3375,3376,27883,Female,324,20,2,22,1,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
3376,3377,27886,Female,267,16,9,64,1,1,2,2,1,1,1,0,0,0,0,2,200+,13+ mos.,3+ books,0,1
3377,3378,27905,Female,231,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,1 book,0,1
3378,3379,27924,Male,202,10,4,26,0,1,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
3379,3380,27941,Female,233,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
3380,3381,27943,Male,174,16,9,60,3,1,1,3,0,0,0,0,0,1,0,1,101-200,13+ mos.,3+ books,0,1
3381,3382,27945,Female,126,16,1,16,0,0,0,0,1,2,0,0,0,0,0,2,101-200,13+ mos.,1 book,0,1
3382,3383,27967,Female,309,8,1,8,0,0,0,0,0,2,0,0,0,0,0,2,200+,7-12 mos.,1 book,0,1
3383,3384,27968,Female,54,18,2,22,0,0,1,0,0,0,0,0,0,0,0,0,51-100,13+ mos.,2 books,0,1
3384,3385,27985,Female,178,16,2,24,0,0,1,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
3385,3386,28011,Female,239,10,11,58,1,1,0,2,1,0,2,0,0,0,0,2,200+,7-12 mos.,3+ books,0,1
3386,3387,28027,Male,117,12,2,18,0,0,1,0,0,0,1,0,0,0,0,1,101-200,7-12 mos.,2 books,0,1
3387,3388,28029,Female,314,28,1,28,0,0,0,0,1,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
3388,3389,28035,Female,334,16,12,78,2,0,1,2,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
3389,3390,28038,Male,151,28,2,34,0,0,1,1,0,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
3390,3391,28049,Male,171,6,11,64,3,1,2,1,0,0,0,0,0,0,0,0,101-200,3-6 mos.,3+ books,0,1
3391,3392,28061,Female,309,24,1,24,0,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
3392,3393,28063,Female,103,34,2,36,1,1,0,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
3393,3394,28067,Female,155,4,4,24,0,0,1,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,3+ books,0,1
3394,3395,28084,Female,167,10,1,10,0,0,0,0,0,0,0,0,0,0,1,0,101-200,7-12 mos.,1 book,1,0
3395,3396,28092,Male,304,8,6,28,1,1,2,0,0,0,3,0,0,0,0,3,200+,7-12 mos.,3+ books,0,1
3396,3397,28095,Female,246,16,12,58,4,0,1,1,2,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
3397,3398,28113,Female,190,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,101-200,0-2 mos.,1 book,0,1
3398,3399,28118,Female,273,14,2,16,2,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
3399,3400,28133,Female,258,18,8,56,2,1,2,1,2,0,2,0,0,0,0,2,200+,13+ mos.,3+ books,0,1
3400,3401,28136,Male,100,14,2,18,0,0,1,0,0,0,0,0,0,0,0,0,51-100,13+ mos.,2 books,0,1
3401,3402,28139,Female,422,12,11,46,2,1,3,0,1,0,2,0,0,0,0,2,200+,7-12 mos.,3+ books,0,1
3402,3403,28155,Male,126,16,1,16,0,1,0,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,1 book,0,1
3403,3404,28168,Male,201,8,2,16,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
3404,3405,28172,Female,256,34,11,92,1,2,5,1,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
3405,3406,28180,Female,246,16,8,50,4,0,2,2,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
3406,3407,28189,Male,133,8,1,8,0,0,0,0,0,0,1,0,0,0,0,1,101-200,7-12 mos.,1 book,0,1
3407,3408,28194,Male,66,14,2,18,0,0,2,0,0,0,0,0,0,0,0,0,51-100,13+ mos.,2 books,0,1
3408,3409,28202,Female,415,4,10,24,2,1,0,1,0,0,0,0,0,0,0,0,200+,3-6 mos.,3+ books,0,1
3409,3410,28203,Female,127,8,2,12,0,0,0,0,0,1,0,0,0,0,0,1,101-200,7-12 mos.,2 books,0,1
3410,3411,28209,Female,350,12,9,46,1,3,1,1,0,0,0,0,1,0,0,1,200+,7-12 mos.,3+ books,0,1
3411,3412,28213,Male,288,16,11,64,1,2,3,3,0,1,0,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
3412,3413,28221,Male,253,6,1,6,0,0,0,0,0,1,2,0,0,0,1,3,200+,3-6 mos.,1 book,1,0
3413,3414,28230,Male,180,14,1,14,0,0,1,0,0,0,0,0,0,0,1,0,101-200,13+ mos.,1 book,1,0
3414,3415,28233,Female,365,8,6,22,2,1,1,0,0,0,1,0,0,0,0,1,200+,7-12 mos.,3+ books,0,1
3415,3416,28241,Female,124,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,1 book,0,1
3416,3417,28254,Female,113,8,2,14,0,0,1,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,2 books,0,1
3417,3418,28258,Male,88,22,2,24,0,0,0,0,1,0,0,0,0,0,0,0,51-100,13+ mos.,2 books,0,1
3418,3419,28273,Male,112,24,2,32,0,0,0,0,0,0,1,0,0,0,0,1,101-200,13+ mos.,2 books,0,1
3419,3420,28311,Male,190,24,6,46,2,1,2,0,1,0,0,0,0,0,0,0,101-200,13+ mos.,3+ books,0,1
3420,3421,28332,Female,150,36,2,40,0,1,1,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
3421,3422,28336,Male,297,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,200+,0-2 mos.,2 books,0,1
3422,3423,28343,Female,96,10,4,22,0,0,2,0,0,0,1,0,0,0,0,1,51-100,7-12 mos.,3+ books,0,1
3423,3424,28358,Female,350,10,11,64,1,1,3,1,2,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
3424,3425,28362,Female,314,10,11,54,2,2,2,2,1,1,0,0,0,0,0,1,200+,7-12 mos.,3+ books,0,1
3425,3426,28363,Female,380,8,6,34,2,1,0,0,1,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
3426,3427,28374,Male,268,20,7,50,3,0,2,0,1,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
3427,3428,28376,Female,61,12,2,16,0,1,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,2 books,0,1
3428,3429,28399,Male,174,12,2,16,0,1,0,0,0,1,0,0,0,0,0,1,101-200,7-12 mos.,2 books,0,1
3429,3430,28400,Female,51,14,1,14,1,0,0,0,0,1,0,0,0,0,0,1,51-100,13+ mos.,1 book,0,1
3430,3431,28401,Female,17,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0-25,7-12 mos.,1 book,0,1
3431,3432,28404,Female,173,18,1,18,0,0,0,0,1,0,0,1,0,0,0,1,101-200,13+ mos.,1 book,0,1
3432,3433,28417,Female,218,12,2,20,0,0,1,0,0,0,0,1,0,0,0,1,200+,7-12 mos.,2 books,0,1
3433,3434,28446,Female,47,34,1,34,1,0,0,0,0,0,0,1,0,0,0,1,26-50,13+ mos.,1 book,0,1
3434,3435,28470,Male,310,6,3,12,0,0,0,0,0,2,0,0,0,0,0,2,200+,3-6 mos.,3+ books,0,1
3435,3436,28491,Female,409,12,10,42,1,1,2,1,3,1,1,0,0,0,0,2,200+,7-12 mos.,3+ books,0,1
3436,3437,28493,Male,306,18,2,24,1,0,0,0,0,0,0,1,0,0,0,1,200+,13+ mos.,2 books,0,1
3437,3438,28494,Female,91,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,1 book,0,1
3438,3439,28505,Male,364,16,8,54,2,0,3,3,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
3439,3440,28522,Female,293,12,12,44,2,1,2,2,0,0,1,0,0,0,0,1,200+,7-12 mos.,3+ books,0,1
3440,3441,28530,Female,256,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,200+,0-2 mos.,1 book,0,1
3441,3442,28535,Female,276,6,3,12,0,0,0,0,0,0,1,1,0,0,0,2,200+,3-6 mos.,3+ books,0,1
3442,3443,28548,Male,24,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0-25,7-12 mos.,1 book,0,1
3443,3444,28549,Female,148,16,1,16,1,0,0,0,0,0,0,0,0,1,0,1,101-200,13+ mos.,1 book,0,1
3444,3445,28556,Female,154,8,2,14,0,1,0,0,0,0,3,0,0,0,0,3,101-200,7-12 mos.,2 books,0,1
3445,3446,28558,Male,365,14,6,42,0,0,2,1,0,0,1,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
3446,3447,28566,Male,205,8,2,10,0,0,0,0,0,0,1,0,0,0,0,1,200+,7-12 mos.,2 books,0,1
3447,3448,28571,Female,367,2,12,28,0,1,1,1,1,0,3,0,0,0,0,3,200+,0-2 mos.,3+ books,0,1
3448,3449,28573,Female,291,22,12,86,2,1,3,2,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
3449,3450,28575,Female,240,26,2,32,1,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
3450,3451,28600,Male,203,4,4,22,1,0,0,1,0,0,0,0,0,0,0,0,200+,3-6 mos.,3+ books,0,1
3451,3452,28630,Female,285,8,1,8,0,0,0,0,0,1,0,0,0,0,0,1,200+,7-12 mos.,1 book,0,1
3452,3453,28637,Female,244,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
3453,3454,28648,Female,179,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,2 books,0,1
3454,3455,28663,Female,39,32,1,32,1,0,0,0,0,0,0,0,0,0,1,0,26-50,13+ mos.,1 book,1,0
3455,3456,28672,Female,126,30,1,30,0,0,0,1,0,3,0,0,0,0,0,3,101-200,13+ mos.,1 book,0,1
3456,3457,28696,Female,16,8,1,8,0,0,0,0,0,3,0,0,0,0,0,3,0-25,7-12 mos.,1 book,0,1
3457,3458,28720,Female,180,16,2,24,0,0,1,0,0,3,0,0,0,0,1,3,101-200,13+ mos.,2 books,1,0
3458,3459,28723,Female,215,34,1,34,0,0,0,0,0,0,0,0,0,0,1,0,200+,13+ mos.,1 book,1,0
3459,3460,28733,Female,285,20,1,20,0,0,0,0,1,0,0,0,0,0,1,0,200+,13+ mos.,1 book,1,0
3460,3461,28738,Female,248,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
3461,3462,28744,Female,128,16,2,22,2,0,0,0,0,0,0,1,0,0,0,1,101-200,13+ mos.,2 books,0,1
3462,3463,28752,Female,204,6,2,14,0,1,0,0,0,0,1,0,0,0,0,1,200+,3-6 mos.,2 books,0,1
3463,3464,28755,Male,156,16,2,22,0,0,1,0,0,1,1,1,0,0,0,3,101-200,13+ mos.,2 books,0,1
3464,3465,28756,Male,354,10,10,60,1,1,2,0,2,1,2,1,0,1,0,5,200+,7-12 mos.,3+ books,0,1
3465,3466,28761,Female,341,14,8,34,2,0,2,1,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
3466,3467,28771,Female,189,34,1,34,0,1,0,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,1 book,0,1
3467,3468,28791,Male,213,10,9,56,1,0,0,3,0,0,1,1,0,0,0,2,200+,7-12 mos.,3+ books,0,1
3468,3469,28792,Female,17,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0-25,13+ mos.,1 book,0,1
3469,3470,28797,Female,167,10,8,40,1,0,2,1,1,0,0,1,0,0,0,1,101-200,7-12 mos.,3+ books,0,1
3470,3471,28805,Female,102,20,2,28,0,0,1,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
3471,3472,28806,Female,231,34,2,42,0,0,2,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
3472,3473,28811,Male,472,8,12,58,4,0,3,1,1,0,0,0,0,1,0,1,200+,7-12 mos.,3+ books,0,1
3473,3474,28850,Male,117,28,1,28,0,1,0,0,0,0,1,0,0,0,0,1,101-200,13+ mos.,1 book,0,1
3474,3475,28856,Female,261,14,8,42,2,3,2,0,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
3475,3476,28866,Female,222,32,2,40,1,0,1,0,0,0,1,0,0,0,0,1,200+,13+ mos.,2 books,0,1
3476,3477,28871,Male,53,22,3,32,2,0,0,0,0,0,0,0,0,0,0,0,51-100,13+ mos.,3+ books,0,1
3477,3478,28881,Male,401,10,9,60,3,0,1,0,2,0,3,1,0,1,0,5,200+,7-12 mos.,3+ books,0,1
3478,3479,28887,Male,380,8,9,54,1,1,3,1,0,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
3479,3480,28890,Female,125,6,2,12,0,0,0,0,0,1,0,0,0,0,0,1,101-200,3-6 mos.,2 books,0,1
3480,3481,28892,Female,123,18,7,48,1,2,2,0,0,0,0,1,0,0,0,1,101-200,13+ mos.,3+ books,0,1
3481,3482,28909,Female,178,20,8,56,1,2,0,2,0,0,0,0,0,0,0,0,101-200,13+ mos.,3+ books,0,1
3482,3483,28919,Female,90,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,51-100,0-2 mos.,1 book,0,1
3483,3484,28932,Female,165,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,1 book,0,1
3484,3485,28950,Male,196,14,1,14,0,0,1,0,0,1,0,0,0,0,0,1,101-200,13+ mos.,1 book,0,1
3485,3486,28954,Female,219,12,2,16,0,0,1,0,0,1,0,2,0,1,0,4,200+,7-12 mos.,2 books,0,1
3486,3487,28959,Female,416,10,11,72,2,0,1,1,3,1,1,0,0,1,0,3,200+,7-12 mos.,3+ books,0,1
3487,3488,28965,Female,212,8,7,24,2,0,1,0,0,0,0,1,0,1,0,2,200+,7-12 mos.,3+ books,0,1
3488,3489,28967,Female,360,30,9,74,1,2,3,0,1,0,1,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
3489,3490,28970,Female,308,8,1,8,0,0,0,0,0,0,0,1,0,0,0,1,200+,7-12 mos.,1 book,0,1
3490,3491,28975,Female,158,12,7,50,0,1,2,0,1,0,0,0,0,0,0,0,101-200,7-12 mos.,3+ books,0,1
3491,3492,28984,Male,186,12,1,12,0,0,0,0,0,1,0,0,0,0,0,1,101-200,7-12 mos.,1 book,0,1
3492,3493,28987,Female,136,2,8,40,1,2,0,1,0,0,0,0,0,0,0,0,101-200,0-2 mos.,3+ books,0,1
3493,3494,28992,Male,113,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
3494,3495,28998,Female,136,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,2 books,0,1
3495,3496,29008,Female,85,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,51-100,3-6 mos.,1 book,0,1
3496,3497,29012,Female,351,2,12,60,4,0,0,3,0,2,0,0,0,1,0,3,200+,0-2 mos.,3+ books,0,1
3497,3498,29013,Male,59,10,1,10,0,0,0,0,0,1,0,0,0,0,0,1,51-100,7-12 mos.,1 book,0,1
3498,3499,29037,Male,189,10,7,48,0,0,3,0,1,1,0,0,0,0,0,1,101-200,7-12 mos.,3+ books,0,1
3499,3500,29059,Female,121,4,7,42,0,0,2,0,0,1,0,0,0,0,0,1,101-200,3-6 mos.,3+ books,0,1
3500,3501,29065,Female,317,22,2,30,0,0,0,0,1,1,1,0,0,0,0,2,200+,13+ mos.,2 books,0,1
3501,3502,29071,Male,247,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,1 book,0,1
3502,3503,29074,Female,143,14,1,14,1,0,0,0,0,0,1,0,0,0,0,1,101-200,13+ mos.,1 book,0,1
3503,3504,29083,Male,337,4,12,36,3,0,3,1,1,0,2,0,0,0,0,2,200+,3-6 mos.,3+ books,0,1
3504,3505,29098,Male,61,22,1,22,0,0,1,0,0,0,0,0,0,0,0,0,51-100,13+ mos.,1 book,0,1
3505,3506,29103,Male,248,10,4,26,1,0,1,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
3506,3507,29114,Male,404,16,12,54,1,1,1,5,0,0,2,0,0,0,0,2,200+,13+ mos.,3+ books,0,1
3507,3508,29125,Female,308,12,1,12,0,0,0,0,0,0,0,1,0,0,0,1,200+,7-12 mos.,1 book,0,1
3508,3509,29131,Female,262,14,2,20,1,0,1,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
3509,3510,29134,Male,256,14,10,64,2,2,3,0,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
3510,3511,29139,Female,118,8,2,14,0,0,0,1,0,1,0,0,0,0,0,1,101-200,7-12 mos.,2 books,0,1
3511,3512,29144,Male,341,24,4,36,0,1,1,1,1,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
3512,3513,29153,Male,228,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
3513,3514,29159,Male,338,12,7,42,2,0,1,1,1,0,2,0,0,0,0,2,200+,7-12 mos.,3+ books,0,1
3514,3515,29161,Male,35,22,1,22,0,0,0,0,0,0,0,0,0,0,0,0,26-50,13+ mos.,1 book,0,1
3515,3516,29166,Female,428,10,9,48,2,1,2,2,1,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
3516,3517,29167,Female,209,12,7,28,1,0,3,2,0,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
3517,3518,29199,Female,298,10,2,12,0,0,0,0,0,2,0,0,0,0,0,2,200+,7-12 mos.,2 books,0,1
3518,3519,29201,Female,304,10,10,46,2,2,2,2,0,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
3519,3520,29224,Female,242,16,1,16,0,0,1,0,0,0,3,0,0,0,0,3,200+,13+ mos.,1 book,0,1
3520,3521,29240,Male,244,10,12,60,5,2,1,1,0,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
3521,3522,29259,Male,290,6,7,26,1,1,2,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,3+ books,0,1
3522,3523,29269,Female,189,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,2 books,0,1
3523,3524,29275,Female,166,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
3524,3525,29281,Female,207,10,3,18,1,1,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
3525,3526,29282,Female,172,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
3526,3527,29284,Female,114,12,1,12,0,0,0,0,0,1,0,0,0,0,0,1,101-200,7-12 mos.,1 book,0,1
3527,3528,29285,Female,74,24,1,24,0,0,1,0,0,0,0,0,0,1,0,1,51-100,13+ mos.,1 book,0,1
3528,3529,29288,Female,302,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,200+,0-2 mos.,1 book,0,1
3529,3530,29325,Female,197,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,1 book,0,1
3530,3531,29329,Male,200,6,1,6,0,0,0,0,0,0,1,0,0,0,0,1,101-200,3-6 mos.,1 book,0,1
3531,3532,29335,Female,286,4,2,6,0,0,0,0,0,1,2,0,0,0,0,3,200+,3-6 mos.,2 books,0,1
3532,3533,29347,Male,94,12,1,12,0,0,0,0,0,0,1,0,0,0,0,1,51-100,7-12 mos.,1 book,0,1
3533,3534,29359,Female,229,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,200+,0-2 mos.,2 books,0,1
3534,3535,29365,Female,152,2,2,6,0,0,0,0,0,1,1,0,0,0,0,2,101-200,0-2 mos.,2 books,0,1
3535,3536,29379,Female,416,6,8,24,4,0,0,0,3,1,1,0,0,1,0,3,200+,3-6 mos.,3+ books,0,1
3536,3537,29390,Female,184,14,6,46,0,0,3,1,1,1,0,0,0,0,0,1,101-200,13+ mos.,3+ books,0,1
3537,3538,29409,Female,78,14,1,14,0,0,0,1,0,1,0,0,0,0,0,1,51-100,13+ mos.,1 book,0,1
3538,3539,29411,Female,164,2,2,6,0,0,0,0,0,1,0,0,0,0,0,1,101-200,0-2 mos.,2 books,0,1
3539,3540,29415,Female,70,6,1,6,0,0,0,0,0,1,0,0,0,0,0,1,51-100,3-6 mos.,1 book,0,1
3540,3541,29431,Female,84,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,51-100,0-2 mos.,2 books,0,1
3541,3542,29433,Male,181,18,4,34,2,0,0,1,1,1,0,1,0,0,0,2,101-200,13+ mos.,3+ books,0,1
3542,3543,29434,Female,174,8,2,14,0,1,0,0,0,0,1,0,0,0,0,1,101-200,7-12 mos.,2 books,0,1
3543,3544,29441,Female,253,14,11,62,4,1,5,1,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
3544,3545,29445,Female,142,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,1 book,0,1
3545,3546,29447,Male,60,12,1,12,0,0,0,0,0,1,0,0,0,0,0,1,51-100,7-12 mos.,1 book,0,1
3546,3547,29455,Female,144,14,2,16,1,0,1,0,0,0,1,0,0,0,0,1,101-200,13+ mos.,2 books,0,1
3547,3548,29459,Female,126,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,2 books,0,1
3548,3549,29463,Female,49,12,1,12,0,0,0,0,0,0,0,0,0,0,1,0,26-50,7-12 mos.,1 book,1,0
3549,3550,29475,Female,358,10,8,48,0,2,2,0,0,0,3,0,0,0,0,3,200+,7-12 mos.,3+ books,0,1
3550,3551,29484,Female,312,30,2,32,0,0,1,0,0,1,0,0,0,1,0,2,200+,13+ mos.,2 books,0,1
3551,3552,29490,Female,152,24,2,26,0,1,1,0,0,1,0,0,0,0,0,1,101-200,13+ mos.,2 books,0,1
3552,3553,29496,Male,306,10,3,24,0,0,0,0,0,2,0,0,0,0,0,2,200+,7-12 mos.,3+ books,0,1
3553,3554,29501,Female,203,14,2,18,0,1,0,0,1,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
3554,3555,29520,Female,82,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,51-100,0-2 mos.,1 book,0,1
3555,3556,29545,Female,133,20,6,36,2,0,1,1,1,0,0,0,0,0,0,0,101-200,13+ mos.,3+ books,0,1
3556,3557,29548,Female,78,14,1,14,0,0,0,1,0,1,0,0,0,0,0,1,51-100,13+ mos.,1 book,0,1
3557,3558,29551,Female,363,4,7,20,1,1,1,0,0,0,2,0,1,0,0,3,200+,3-6 mos.,3+ books,0,1
3558,3559,29578,Female,319,6,2,14,0,0,0,1,0,0,1,0,0,0,0,1,200+,3-6 mos.,2 books,0,1
3559,3560,29588,Male,132,12,2,16,0,0,1,0,0,0,1,0,0,0,0,1,101-200,7-12 mos.,2 books,0,1
3560,3561,29591,Male,188,12,2,18,0,0,1,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,2 books,0,1
3561,3562,29594,Male,238,14,2,22,1,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
3562,3563,29597,Male,214,36,7,64,1,0,3,2,0,0,0,0,1,0,0,1,200+,13+ mos.,3+ books,0,1
3563,3564,29614,Male,107,4,2,10,0,0,0,0,0,0,0,1,0,0,0,1,101-200,3-6 mos.,2 books,0,1
3564,3565,29623,Female,70,14,4,30,2,0,0,0,2,0,0,0,0,0,0,0,51-100,13+ mos.,3+ books,0,1
3565,3566,29624,Female,271,14,3,22,0,1,1,0,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
3566,3567,29625,Female,266,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
3567,3568,29631,Male,198,34,1,34,1,0,0,0,0,1,1,0,0,0,0,2,101-200,13+ mos.,1 book,0,1
3568,3569,29632,Female,269,20,3,36,2,1,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
3569,3570,29637,Female,231,26,6,42,1,0,1,1,0,1,1,0,0,1,0,3,200+,13+ mos.,3+ books,0,1
3570,3571,29643,Female,63,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0,51-100,3-6 mos.,2 books,0,1
3571,3572,29661,Female,140,16,6,46,2,0,2,0,2,0,0,0,0,0,0,0,101-200,13+ mos.,3+ books,0,1
3572,3573,29665,Male,354,12,8,36,2,1,2,1,0,1,2,0,0,0,0,3,200+,7-12 mos.,3+ books,0,1
3573,3574,29670,Male,305,18,1,18,0,0,0,0,0,0,0,1,0,0,0,1,200+,13+ mos.,1 book,0,1
3574,3575,29689,Female,364,16,5,36,1,1,2,0,0,0,1,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
3575,3576,29697,Male,229,14,5,32,1,0,0,1,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
3576,3577,29710,Female,121,4,6,30,2,0,0,1,0,0,0,1,0,0,0,1,101-200,3-6 mos.,3+ books,0,1
3577,3578,29714,Female,322,10,3,18,0,1,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
3578,3579,29716,Male,271,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
3579,3580,29717,Female,166,10,4,32,0,1,1,1,0,0,0,0,0,0,0,0,101-200,7-12 mos.,3+ books,0,1
3580,3581,29727,Female,157,2,6,18,1,0,2,0,0,0,0,0,0,0,0,0,101-200,0-2 mos.,3+ books,0,1
3581,3582,29742,Male,257,14,1,14,0,0,1,0,0,0,4,0,0,0,0,4,200+,13+ mos.,1 book,0,1
3582,3583,29744,Female,91,24,6,56,2,0,1,1,1,0,0,0,0,0,0,0,51-100,13+ mos.,3+ books,0,1
3583,3584,29759,Female,82,8,3,18,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,3+ books,0,1
3584,3585,29777,Male,32,36,2,38,0,0,1,0,0,0,0,0,0,0,0,0,26-50,13+ mos.,2 books,0,1
3585,3586,29783,Female,258,6,1,6,0,0,0,0,0,0,1,0,0,0,0,1,200+,3-6 mos.,1 book,0,1
3586,3587,29790,Female,180,8,1,8,0,0,0,0,0,1,0,0,0,0,0,1,101-200,7-12 mos.,1 book,0,1
3587,3588,29797,Female,69,16,2,24,0,0,1,1,0,0,0,0,0,0,0,0,51-100,13+ mos.,2 books,0,1
3588,3589,29799,Male,229,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
3589,3590,29804,Female,245,30,10,58,1,3,3,0,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
